[2025-02-27T20:04:38.902+0000] {processor.py:161} INFO - Started process (PID=71) to work on /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:04:38.902+0000] {processor.py:830} INFO - Processing file /opt/airflow/dags/dynamic_api_trigger.py for tasks to queue
[2025-02-27T20:04:38.904+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:38.904+0000] {dagbag.py:538} INFO - Filling up the DagBag from /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:04:38.925+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.8/site-packages/airflow/models/baseoperator.py:437 AirflowProviderDeprecationWarning: Class `SimpleHttpOperator` is deprecated and will be removed in a future release. Please use `HttpOperator` instead.
[2025-02-27T20:04:39.046+0000] {processor.py:840} INFO - DAG(s) 'load_silver_loans_updated', 'load_bronze_regulations_updated', 'load_silver_user_verifications_updated', 'load_silver_entities_updated', 'load_bronze_payment_updated', 'load_silver_merchants_updated', 'load_silver_claims_created', 'load_gold_entities', 'load_bronze_insured_entities_updated', 'load_silver_credit_scores_created', 'load_bronze_risk_assessments_created', 'load_bronze_insured_entities_deleted', 'load_bronze_payment_created', 'load_bronze_audits_deleted', 'load_silver_users_deleted', 'load_silver_user_verifications_created', 'load_gold_subaccounts', 'load_gold_merchants', 'load_bronze_user_verifications_created', 'load_silver_payment_methods_created', 'load_bronze_accounts_deleted', 'load_silver_policies_deleted', 'load_silver_user_verifications_deleted', 'load_bronze_credit_scores_created', 'load_bronze_subaccounts_updated', 'load_silver_accounts_created', 'load_silver_insured_entities_created', 'load_silver_claims_updated', 'load_silver_portfolios_deleted', 'load_bronze_accounts_created', 'load_silver_payment_created', 'load_silver_payment_methods_updated', 'load_silver_merchants_deleted', 'load_bronze_users_updated', 'load_silver_policies_updated', 'load_bronze_audits_created', 'load_silver_regulations_deleted', 'load_bronze_subaccounts_created', 'load_bronze_users_deleted', 'load_gold_payment_methods', 'load_silver_users_updated', 'load_bronze_merchants_created', 'load_gold_credit_scores', 'load_bronze_users_created', 'load_bronze_loans_deleted', 'load_bronze_portfolios_deleted', 'load_bronze_payment_deleted', 'load_gold_claims', 'load_bronze_transactions_created', 'load_silver_merchants_created', 'load_silver_audits_deleted', 'load_bronze_loans_created', 'load_silver_transactions_updated', 'load_bronze_regulations_created', 'load_bronze_entities_created', 'load_silver_loans_deleted', 'load_bronze_user_verifications_updated', 'load_silver_portfolios_created', 'load_silver_subaccounts_created', 'load_silver_entities_deleted', 'load_gold_accounts', 'load_gold_transactions', 'load_gold_user_verifications', 'load_bronze_subaccounts_deleted', 'load_bronze_regulations_deleted', 'load_silver_accounts_updated', 'load_bronze_payment_methods_updated', 'load_silver_transactions_deleted', 'load_gold_audits', 'load_silver_payment_updated', 'load_silver_risk_assessments_deleted', 'load_bronze_policies_created', 'load_bronze_merchants_updated', 'load_bronze_policies_deleted', 'load_bronze_payment_methods_deleted', 'load_gold_payment', 'load_gold_policies', 'load_silver_regulations_updated', 'load_silver_insured_entities_deleted', 'load_silver_regulations_created', 'load_silver_entities_created', 'load_gold_users', 'load_bronze_audits_updated', 'load_silver_credit_scores_deleted', 'load_silver_users_created', 'load_silver_subaccounts_updated', 'load_gold_risk_assessments', 'load_gold_loans', 'load_bronze_claims_updated', 'load_silver_credit_scores_updated', 'load_bronze_portfolios_updated', 'load_bronze_payment_methods_created', 'load_bronze_claims_created', 'load_silver_transactions_created', 'load_bronze_insured_entities_created', 'load_silver_risk_assessments_created', 'load_silver_subaccounts_deleted', 'load_gold_portfolios', 'load_bronze_credit_scores_updated', 'load_bronze_loans_updated', 'load_silver_insured_entities_updated', 'load_silver_portfolios_updated', 'load_bronze_risk_assessments_deleted', 'load_silver_payment_deleted', 'load_silver_audits_created', 'load_silver_accounts_deleted', 'load_silver_policies_created', 'load_silver_payment_methods_deleted', 'load_bronze_accounts_updated', 'load_bronze_risk_assessments_updated', 'load_silver_claims_deleted', 'load_silver_loans_created', 'load_bronze_claims_deleted', 'load_bronze_entities_updated', 'load_gold_insured_entities', 'load_bronze_entities_deleted', 'load_bronze_transactions_deleted', 'load_bronze_merchants_deleted', 'load_silver_risk_assessments_updated', 'load_bronze_user_verifications_deleted', 'load_gold_regulations', 'load_bronze_credit_scores_deleted', 'load_bronze_policies_updated', 'load_bronze_portfolios_created', 'load_bronze_transactions_updated', 'load_silver_audits_updated' retrieved from /opt/airflow/dags/dynamic_api_trigger.py
[2025-02-27T20:04:39.978+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:39.978+0000] {dag.py:3033} INFO - Sync 126 DAGs
[2025-02-27T20:04:40.146+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.146+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_accounts_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.174+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.174+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_loans_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.175+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.175+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_loans_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.177+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.176+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_merchants_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.180+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.179+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_merchants_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.181+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.181+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_merchants_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.182+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.182+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.183+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.183+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.184+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.184+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_methods_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.185+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.185+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_methods_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.186+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.186+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_methods_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.186+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.186+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_payment_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.189+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.189+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_policies_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.191+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.191+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_policies_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.192+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.192+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_policies_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.193+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.193+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_portfolios_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.194+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.194+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_portfolios_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.195+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.195+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_portfolios_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.197+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.196+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_regulations_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.198+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.198+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_regulations_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.199+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.199+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_regulations_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.199+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.199+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_risk_assessments_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.200+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.200+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_risk_assessments_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.201+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.201+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_risk_assessments_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.203+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.203+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_subaccounts_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.204+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.204+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_subaccounts_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.205+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.205+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_subaccounts_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.207+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.206+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_transactions_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.208+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.208+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_transactions_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.209+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.209+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_transactions_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.210+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.210+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_user_verifications_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.211+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.211+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_user_verifications_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.212+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.212+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_user_verifications_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.213+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.213+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_users_created to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.214+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.214+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_users_deleted to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.215+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.215+0000] {dag.py:3820} INFO - Setting next_dagrun for load_bronze_users_updated to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.216+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.216+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_accounts to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.219+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.218+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_audits to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.220+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.220+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_claims to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.221+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.221+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_credit_scores to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.223+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.223+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_entities to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.224+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.224+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_insured_entities to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.225+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.225+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_loans to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.227+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.227+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_merchants to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.229+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.228+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_payment to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.230+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.230+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_payment_methods to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.231+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.231+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_policies to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.233+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.233+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_portfolios to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.234+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.234+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_regulations to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.235+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.235+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_risk_assessments to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.236+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.236+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_subaccounts to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.238+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.238+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_transactions to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
[2025-02-27T20:04:40.240+0000] {logging_mixin.py:188} INFO - [2025-02-27T20:04:40.239+0000] {dag.py:3820} INFO - Setting next_dagrun for load_gold_user_verifications to 2025-02-26T00:00:00+00:00, run_after=2025-02-27T00:00:00+00:00
